PR containing manual concept,prerequisite,advanced,sentID,weight,agreem,sent-1,sent,sent+1,Revised,Semantic Relation Type,Linguistic Type,Problem,Uncertain ?,Comments,Transitive,,Helper_rel,
TRUE,WEBSERVER,UNIFORM RESOURCE LOCATOR,366,strong,2,"It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.","In short, the uniform resource locator in Figure 4.8 tells a browser to contact the webserver on the computer known as eagle.mu.edu using the protocol hypertext transfer protocol and to retrieve the document named Julius_Caesar.html found within the subdirectory Shakespeare within the directory called authors.",Sometimes a uniform resource locator might not explicitly contain all the segments shown in Figure 4.8.,,,,,,,,,,
TRUE,COMPUTER,UNIFORM RESOURCE LOCATOR,366,strong,2,"It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.","In short, the uniform resource locator in Figure 4.8 tells a browser to contact the webserver on the computer known as eagle.mu.edu using the protocol hypertext transfer protocol and to retrieve the document named Julius_Caesar.html found within the subdirectory Shakespeare within the directory called authors.",Sometimes a uniform resource locator might not explicitly contain all the segments shown in Figure 4.8.,,,,,,,,,,
TRUE,EXTENSIBLE MARKUP LANGUAGE,HYPERTEXT MARKUP LANGUAGE,433,strong,2,"Following the extensible markup language standard, notational systems called markup languages have been developed for representing mathematics, multimedia presentations, and music.","In fact, hypertext markup language is the markup language based on the extensible markup language standard that was developed for representing webpages.","Actually, the original version of hypertext markup language was developed before the extensible markup language standard was solidified, and therefore some features of hypertext markup language do not strictly conform to extensible markup language.",,,,,,,,,,
TRUE,CLIENT/SERVER MODEL,CLIENT-SIDE ACTIVITY,457,strong,2,These needs would require additional activity by either the browser or the webserver.,Such activities are called client-side activities if they are performed by a client (such as a browser) or server-side activities if they are performed by a server (such as a webserver).,"As an example, suppose a travel agent wanted customers to be able to identify desired destinations and dates of travel, at which time the agent would present the customer with a customized webpage containing only the information pertinent to that customer's needs.",,,,,,,,,,
TRUE,CLIENT/SERVER MODEL,SERVER-SIDE ACTIVITY,461,strong,2,"On the basis of this information, the customer would specify the destinations of interest and desired dates of travel (a client-side activity).","This information would then be transferred back to the agent's server where it would be used to construct the appropriate customized webpage (a server-side activity), which would then be sent to the customer's browser.",Another example occurs when using the services of a search engine.,,,,,,,,,,
TRUE,WEBSERVER,SERVER-SIDE ACTIVITY,457,weak,2,These needs would require additional activity by either the browser or the webserver.,Such activities are called client-side activities if they are performed by a client (such as a browser) or server-side activities if they are performed by a server (such as a webserver).,"As an example, suppose a travel agent wanted customers to be able to identify desired destinations and dates of travel, at which time the agent would present the customer with a customized webpage containing only the information pertinent to that customer's needs.",,,,,,,,,,
TRUE,SERVER-SIDE ACTIVITY,COMMON GATEWAY INTERFACE,473,strong,2,Still another approach is the system Flash (developed by Macromedia) by which extensive multimedia client-side presentations can be implemented.,An early means of controlling server-side activities was to use a set of standards called CGI (Common Gateway Interface) by which clients could request the execution of programs stored at a server.,A variation of this approach (developed by Sun Microsystems) is to allow clients to cause program units called servlets to be executed at the server side.,,,,,,,,,,
TRUE,SERVER SIDE,SERVLETS,474,strong,2,An early means of controlling server-side activities was to use a set of standards called CGI (Common Gateway Interface) by which clients could request the execution of programs stored at a server.,A variation of this approach (developed by Sun Microsystems) is to allow clients to cause program units called servlets to be executed at the server side.,"A simplified version of the servlet approach is applicable when the requested server-side activity is the construction of a customized webpage, as in our travel agent example.",,,,,,,,,,
TRUE,SERVER SIDE,PHP,478,strong,2,"A similar approach is used by Microsoft, where the templates from which customized webpages are constructed are called active server pages (ASP).","In contrast to these proprietary systems, PHP (originally standing for Personal Home Page but now considered to mean PHP Hypertext Preprocessor) is an open source system for implementing server-side functionality.","Finally, we would be remiss if we did not recognize the security and ethical problems that arise from allowing clients and servers to execute programs on the other's machine.",,,,,,,,,,
TRUE,INTERNET,APPLICATION LAYER,508,strong,2,We begin our journey with the application layer.,The application layer consists of those software units such as clients and servers that use Internet communication to carry out their tasks.,"Although the names are similar, this layer is not restricted to software in the application classification presented in Section 3.2, but also includes many utility packages.",,,,,,,,,,
TRUE,NAME SERVER,APPLICATION LAYER,513,strong,2,"Just as it is your responsibility to provide an address compatible with the specifications of the shipping company, it is the application layer's responsibility to provide an address that is compatible with the internet infrastructure.","To fulfill this need, the application layer may use the services of the name servers within the Internet to translate mnemonic addresses used by humans into Internet-compatible internet protocol addresses.",An important task of the transport layer is to accept messages from the application layer and to ensure that the messages are properly formatted for transmission over the Internet.,,,,,,,,,,
TRUE,MNEMONIC ADDRESS,APPLICATION LAYER,513,strong,2,"Just as it is your responsibility to provide an address compatible with the specifications of the shipping company, it is the application layer's responsibility to provide an address that is compatible with the internet infrastructure.","To fulfill this need, the application layer may use the services of the name servers within the Internet to translate mnemonic addresses used by humans into Internet-compatible internet protocol addresses.",An important task of the transport layer is to accept messages from the application layer and to ensure that the messages are properly formatted for transmission over the Internet.,,,,,,,,,,
TRUE,INTERNET PROTOCOL ADDRESS,APPLICATION LAYER,513,strong,2,"Just as it is your responsibility to provide an address compatible with the specifications of the shipping company, it is the application layer's responsibility to provide an address that is compatible with the internet infrastructure.","To fulfill this need, the application layer may use the services of the name servers within the Internet to translate mnemonic addresses used by humans into Internet-compatible internet protocol addresses.",An important task of the transport layer is to accept messages from the application layer and to ensure that the messages are properly formatted for transmission over the Internet.,,,,,,,,,,
TRUE,ROUTER,TRANSPORT LAYER,515,strong,2,An important task of the transport layer is to accept messages from the application layer and to ensure that the messages are properly formatted for transmission over the Internet.,"Toward this latter goal, the transport layer divides long messages into small segments, which are transmitted over the Internet as individual units.",This division is necessary because a single long message can obstruct the flow of other messages at the Internet routers where numerous messages cross paths.,,,,,,,,,,
TRUE,SOFTWARE,LINK LAYER,523,strong,2,It is the network layer's job to decide in which direction a packet should be sent at each step along the packet's path through the Internet.,"In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.",The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,,,,,,,,,,
TRUE,SOFTWARE,NETWORK LAYER,523,strong,2,It is the network layer's job to decide in which direction a packet should be sent at each step along the packet's path through the Internet.,"In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.",The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,,,,,,,,,,
TRUE,INTERNET,NETWORK LAYER,523,strong,2,It is the network layer's job to decide in which direction a packet should be sent at each step along the packet's path through the Internet.,"In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.",The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,,,,,,,,,,
TRUE,PORT NUMBER,TRANSPORT LAYER,543,strong,2,"Once the message is assembled, the transport layer hands it to the appropriate unit within the application layer-thus completing the message transmission process.",Determining which unit within the application layer should receive an incoming message is an important task of the transport layer.,This is handled by assigning unique port numbers (not related to the I/O ports discussed in Chapter 2) to the various units and requiring that the appropriate port number be appended to a message's address before starting the message on its journey.,,,,,,,,,,
TRUE,PROTOCOL,TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL PROTOCOL SUITE,560,strong,2,"It is an often-quoted model because it carries the authority of an international organization, but it has been slow to replace the four-level point of view, mainly because it was established after the four-level hierarchy had already become the de facto standard for the Internet.",The transmission control protocol/internet protocol protocol suite is a collection of protocol standards used by the Internet to implement the four-level communication hierarchy.,"Actually, the transmission control protocol (TCP) and the internet protocol (IP) are the names of only two of the protocols in this vast collection-so the fact that the entire collection is referred to as the transmission control protocol/internet protocol protocol suite is rather misleading.",,,,,,,,,,
TRUE,INTERNET PROTOCOL,IPV4,589,strong,2,"Although the Internet continues to grow on a daily basis, an initial hop count of 64 remains more than sufficient to allow a packet to find its way through the maze of routers within today's internet service providers.",For years a version of internet protocol known as IPv4 (internet protocol version four) has been used for implementing the network layer within the Internet.,"However, the Internet is rapidly outgrowing the 32-bit internet addressing system dictated by internet protocol version four.",,,,,,,,,,
TRUE,NETWORK LAYER,IPV4,589,strong,2,"Although the Internet continues to grow on a daily basis, an initial hop count of 64 remains more than sufficient to allow a packet to find its way through the maze of routers within today's internet service providers.",For years a version of internet protocol known as IPv4 (internet protocol version four) has been used for implementing the network layer within the Internet.,"However, the Internet is rapidly outgrowing the 32-bit internet addressing system dictated by internet protocol version four.",,,,,,,,,,
TRUE,IPV4,IPV6,591,strong,2,"However, the Internet is rapidly outgrowing the 32-bit internet addressing system dictated by internet protocol version four.","To solve this problem as well as to implement other improvements such as multicast, a new version of internet protocol known as IPv6 (internet protocol version six), which uses internet addresses consisting of 128 bits, has been established.",The process of converting from internet protocol version four to internet protocol version six is currently underway-this is the conversion that was alluded to in our introduction of Internet addresses in Section 4.2-and it is expected that the use of 32-bit addresses within the Internet will be extinct by 2025.,,,,,,,,,,
TRUE,INTERNET PROTOCOL,IPV6,591,strong,2,"However, the Internet is rapidly outgrowing the 32-bit internet addressing system dictated by internet protocol version four.","To solve this problem as well as to implement other improvements such as multicast, a new version of internet protocol known as IPv6 (internet protocol version six), which uses internet addresses consisting of 128 bits, has been established.",The process of converting from internet protocol version four to internet protocol version six is currently underway-this is the conversion that was alluded to in our introduction of Internet addresses in Section 4.2-and it is expected that the use of 32-bit addresses within the Internet will be extinct by 2025.,,,,,,,,,,
TRUE,COMPUTER SYSTEM,TROJAN HORSE,613,strong,2,A characteristic consequence of a worm is an explosion of the worm's replicated copies that degrades the performance of legitimate applications and can ultimately overload an entire network or internet.,"A trojan horse is a program that enters a computer system disguised as a desirable program, such as a game or useful utility package, that is willingly imported by the victim.","Once in the computer, however, the trojan horse performs additional activities that might have harmful effects.",,,,,,,,,,
TRUE,COMPUTER,SPYWARE,620,strong,2,"Thus, email attachments from unknown sources should never be opened.","Another form of malicious software is spyware (sometimes called sniffing software), which is software that collects information about activities at the computer on which it resides and reports that information back to the instigator of the attack.","Some companies use spyware as a means of building customer profiles, and in this context, it has questionable ethical merit.",,,,,,,,,,
TRUE,COMPUTER,DENIAL OF SERVICE,630,strong,2,"In contrast to suffering from such internal infections as viruses and spyware, a computer in a network can also be attacked by software being executed on other computers in the system.","An example is a denial of service (DoS) attack, which is the process of overloading a computer with messages. denial of service attacks have been launched against large commercial webservers on the Internet to disrupt the company's business and in some cases have brought the company's commercial activity to a halt.",A denial of service attack requires the generation of a large number of messages over a brief period of time.,,,,,,,,,,
TRUE,MALICIOUS SOFTWARE,FIREWALL,644,strong,2,"The old adage "" an ounce of prevention is worth a pound of cure "" is certainly true in the context of controlling vandalism over network connections.","A primary prevention technique is to filter traffic passing through a point in the network, usually with a program called a firewall.","For instance, a firewall might be installed at the gateway of an organization's intranet to filter messages passing in and out of the region.",,,,,,,,,,
TRUE,MESSAGE,AUDITING SOFTWARE,672,strong,2,Still another tool for preventing problems in a network environment is auditing software that is similar to the auditing software we learned about in our discussion on operating system security (Section 3.5).,"Using network auditing software, a system administrator can detect a sudden increase in message traffic at various locations within the administrator's realm, monitor the activities of the system's firewalls, and analyze the pattern of requests being made by the individual computers in order to detect irregularities.","In effect, auditing software is an administrator's primary tool for identifying problems before they grow out of control.",,,,,,,,,,
TRUE,MALICIOUS SOFTWARE,ANTIVIRUS SOFTWARE,674,strong,2,"In effect, auditing software is an administrator's primary tool for identifying problems before they grow out of control.","Another means of defense against invasions via network connections is software called antivirus software, which is used to detect and remove the presence of known viruses and other infections.","Actually, antivirus software represents a broad class of software products, each designed to detect and remove a specific type of infection.",,,,,,,,,,
TRUE,COMPUTER SYSTEM,NETWORK,1,strong,3,,"The need to share information and resources among different computers has led to linked computer systems, called networks, in which computers are connected so that data can be transferred from machine to machine.","In these networks, computer users can exchange messages and share resources-such as printing capabilities, software packages, and data storage facilities-that are scattered throughout the system.",,,,,,,,,,
TRUE,NETWORK,NETWORK SOFTWARE,3,strong,3,"In these networks, computer users can exchange messages and share resources-such as printing capabilities, software packages, and data storage facilities-that are scattered throughout the system.",The underlying software required to support such applications has grown from simple utility packages into an expanding system of network software that provides a sophisticated network-wide infrastructure.,"In a sense, network software is evolving into a network-wide operating system.",,,,,,,,,,
TRUE,OPEN SYSTEM,INTERNET,18,strong,3,Open network designs are freely circulated and often grow in popularity to the point that they ultimately prevail over proprietary approaches whose applications are restricted by license fees and contract conditions.,The Internet (a popular worldwide network of networks that we will study in this chapter) is an open system.,"In particular, communication throughout the Internet is governed by an open collection of standards known as the transmission control protocol/internet protocol protocol suite, which is the subject of Section 4.4.",,,,,,,,,,
TRUE,NETWORK,BUS,23,strong,3,"Still another way of classifying networks is based on the topology of the network, which refers to the pattern in which the machines are connected.","Two of the more popular topologies are the bus, in which the machines are all connected to a common communication line called a bus (Figure 4.1a), and the star, in which one machine serves as a central focal point to which all the others are connected (Figure 4.1b).","The bus topology was popularized in the 1990s when it was implemented under a set of standards known as Ethernet, and ethernet networks remain one of the most popular networking systems in use today.",,,,,,,,,,
TRUE,NETWORK,STAR,23,strong,3,"Still another way of classifying networks is based on the topology of the network, which refers to the pattern in which the machines are connected.","Two of the more popular topologies are the bus, in which the machines are all connected to a common communication line called a bus (Figure 4.1a), and the star, in which one machine serves as a central focal point to which all the others are connected (Figure 4.1b).","The bus topology was popularized in the 1990s when it was implemented under a set of standards known as Ethernet, and ethernet networks remain one of the most popular networking systems in use today.",,,,,,,,,,
TRUE,MACHINE,BUS,23,strong,3,"Still another way of classifying networks is based on the topology of the network, which refers to the pattern in which the machines are connected.","Two of the more popular topologies are the bus, in which the machines are all connected to a common communication line called a bus (Figure 4.1a), and the star, in which one machine serves as a central focal point to which all the others are connected (Figure 4.1b).","The bus topology was popularized in the 1990s when it was implemented under a set of standards known as Ethernet, and ethernet networks remain one of the most popular networking systems in use today.",,,,,,,,,,
TRUE,BUS,ETHERNET NETWORK,24,strong,3,"Two of the more popular topologies are the bus, in which the machines are all connected to a common communication line called a bus (Figure 4.1a), and the star, in which one machine serves as a central focal point to which all the others are connected (Figure 4.1b).","The bus topology was popularized in the 1990s when it was implemented under a set of standards known as Ethernet, and ethernet networks remain one of the most popular networking systems in use today.",The star topology has roots as far back as the 1970s.,,,,,,,,,,
TRUE,STAR,STAR NETWORK,29,strong,3,"Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.",The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.,The distinction is whether the machines in the network envision themselves as communicating directly with each other over a common bus or indirectly through an intermediary central machine.,,,,,,,,,,
TRUE,BUS NETWORK,CARRIER SENSE,43,strong,3,"Without rules governing this communication, all the computers might insist on transmitting messages at the same time or fail to assist other machines when that assistance is required.","In a bus network based on the Ethernet standards, the right to transmit messages is controlled by the protocol known as carrier sense, multiple access with collision detection (CSMA/CD).",This protocol dictates that each message be broadcast to all the machines on the bus (Figure 4.2).,,,,,,,,,,
TRUE,NETWORK,WIFI NETWORK,69,strong,3,"After all, any protocol based on distinguishing between a silent or busy channel requires that each individual station be able to hear all the others.","To solve this problem, some wifi networks require that each machine send a short "" request "" message to the access point and wait until the access point acknowledges that request before transmitting an entire message.","If the access point is busy because it is dealing with a "" hidden terminal "", it will ignore the request, and the requesting machine will know to wait.",,,,,,,,,,
TRUE,BUS NETWORK,REPEATER,77,strong,3,"For example, in the case of bus networks based on the Ethernet protocols, it is often possible to connect the buses to form a single long bus.","This is done by means of different devices known as repeaters, bridges, and switches, the distinctions of which are subtle yet informative.","The simplest of these is the repeater, which is little more than a device that passes signals back and forth between the two original buses (usually with some form of amplification) without considering the meaning of the signals (Figure 4.4a).",,,,,,,,,,
TRUE,BUS NETWORK,BRIDGE,77,strong,3,"For example, in the case of bus networks based on the Ethernet protocols, it is often possible to connect the buses to form a single long bus.","This is done by means of different devices known as repeaters, bridges, and switches, the distinctions of which are subtle yet informative.","The simplest of these is the repeater, which is little more than a device that passes signals back and forth between the two original buses (usually with some form of amplification) without considering the meaning of the signals (Figure 4.4a).",,,,,,,,,,
TRUE,NETWORK,SWITCH,77,strong,3,"For example, in the case of bus networks based on the Ethernet protocols, it is often possible to connect the buses to form a single long bus.","This is done by means of different devices known as repeaters, bridges, and switches, the distinctions of which are subtle yet informative.","The simplest of these is the repeater, which is little more than a device that passes signals back and forth between the two original buses (usually with some form of amplification) without considering the meaning of the signals (Figure 4.4a).",,,,,,,,,,
TRUE,BUS NETWORK,SWITCH,77,strong,3,"For example, in the case of bus networks based on the Ethernet protocols, it is often possible to connect the buses to form a single long bus.","This is done by means of different devices known as repeaters, bridges, and switches, the distinctions of which are subtle yet informative.","The simplest of these is the repeater, which is little more than a device that passes signals back and forth between the two original buses (usually with some form of amplification) without considering the meaning of the signals (Figure 4.4a).",,,,,,,,,,
TRUE,REPEATER,BRIDGE,79,strong,3,"The simplest of these is the repeater, which is little more than a device that passes signals back and forth between the two original buses (usually with some form of amplification) without considering the meaning of the signals (Figure 4.4a).","A bridge is similar to, but more complex than, a repeater.","Like a repeater, it connects two buses, but it does not necessarily pass all messages across the connection.",,,,,,,,,,
TRUE,BRIDGE,SWITCH,84,strong,3,A bridge produces a more efficient system than that produced by a repeater.,"A switch is essentially a bridge with multiple connections, allowing it to connect several buses rather than just two.","Thus, a switch produces a network consisting of several buses extending from the switch as spokes on a wheel (Figure 4.4b).",,,,,,,,,,
TRUE,BUS NETWORK,SWITCH,84,strong,3,A bridge produces a more efficient system than that produced by a repeater.,"A switch is essentially a bridge with multiple connections, allowing it to connect several buses rather than just two.","Thus, a switch produces a network consisting of several buses extending from the switch as spokes on a wheel (Figure 4.4b).",,,,,,,,,,
TRUE,REPEATER,ROUTER,98,strong,3,"The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.","Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.","As an example, Figure 4.5 depicts two wifi star networks and an Ethernet bus network connected by routers.",,,,,,,,,,
TRUE,BRIDGE,ROUTER,98,strong,3,"The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.","Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.","As an example, Figure 4.5 depicts two wifi star networks and an Ethernet bus network connected by routers.",,,,,,,,,,
TRUE,SWITCH,ROUTER,98,strong,3,"The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.","Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.","As an example, Figure 4.5 depicts two wifi star networks and an Ethernet bus network connected by routers.",,,,,,,,,,
TRUE,SERVER,CLIENT/SERVER MODEL,129,strong,3,Another model is the peer-to-peer (often abbreviated P2P) model.,"Whereas the client/server model involves one process (the server) providing a service to numerous others (clients), the peer-topeer model involves processes that provide service to and receive service from each other (Figure 4.6).","Moreover, whereas a server must execute continuously so that it is prepared to serve its clients at any time, the peer-to-peer model usually involves processes that execute on a temporary basis.",,,,,,,,,,
TRUE,SOFTWARE,DISTRIBUTED SYSTEM,147,strong,3,"With the success of networking technology, interaction between computers via networks has become common and multifaceted.","Many modern software systems, such as global information retrieval systems, company-wide accounting and inventory systems, computer games, and even the software that controls a network's infrastructure itself are designed as distributed systems, meaning that they consist of software units that execute as processes on different computers.",Early distributed systems were developed independently from scratch.,,,,,,,,,,
TRUE,PERSONAL AREA NETWORK,INTERNET,166,strong,3,4.2 The Internet,"The most notable example of an internet is the Internet (note the uppercase I), which originated from research projects going back to the early 1960s.",The goal was to develop the ability to link a variety of computer networks so that they could function as a connected system that would not be disrupted by local disasters.,,,,,,,,,,
TRUE,LOCAL AREA NETWORK,INTERNET,166,strong,3,4.2 The Internet,"The most notable example of an internet is the Internet (note the uppercase I), which originated from research projects going back to the early 1960s.",The goal was to develop the ability to link a variety of computer networks so that they could function as a connected system that would not be disrupted by local disasters.,,,,,,,,,,
TRUE,METROPOLITAN AREA NETWORK,INTERNET,166,strong,3,4.2 The Internet,"The most notable example of an internet is the Internet (note the uppercase I), which originated from research projects going back to the early 1960s.",The goal was to develop the ability to link a variety of computer networks so that they could function as a connected system that would not be disrupted by local disasters.,,,,,,,,,,
TRUE,NETWORK,INTERNET SERVICE PROVIDER,172,strong,3,"As we have already mentioned, the Internet is a collection of connected networks.","In general, these networks are constructed and maintained by organizations called internet service providers (ISPs).",It is also customary to use the term internet service provider in reference to the networks themselves.,,,,,,,,,,
TRUE,INTERNET PROTOCOL,INTERNET PROTOCOL ADDRESS,215,strong,3,"As we learned in Section 4.1, an internet needs an internet-wide addressing system that assigns a unique identifying address to each computer in the system.",In the Internet these addresses are known as internet protocol addresses.,"The term internet protocol refers to "" internet protocol "", which is a term we will learn more about in Section 4.4.",,,,,,,,,,
TRUE,MESSAGE,SIMPLE MAIL TRANSFER PROTOCOL,268,strong,3,"One of the oldest and most enduring uses of the Internet is the electronic mail system, or email for short.","While many users now rely on their browser or a sophisticated application like Microsoft's Outlook, Apple's Mail, or Mozilla's Thunderbird to read and compose their email, the actual transmission of email messages from one computer to another on the Internet remains the domain of basic network protocols like simple mail transfer protocol.",Simple mail transfer protocol (SMTP) defines a way that two computers on the network may interact when transmitting an email message from one host to the other.,,,,,,,,,,
TRUE,DOMAIN NAME,DOMAIN NAME SYSTEM,272,strong,3,"First, a mail handling process on mail.skaro.gov contacts the mail server process on mail.tardis.edu.","To accomplish this, it uses domain name system, another network protocol, to map the human-readable destination domain name to the proper mail server name, and then to its internet protocol address.",This is not unlike looking up the phone number of an acquaintance before dialing.,,,,,,,,,,
TRUE,MAIL SERVER,POST OFFICE PROTOCOL VERSION 3,300,strong,3,There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.,"These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced "" pop-THREE "") is the simpler of the two.","Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.",,,,,,,,,,
TRUE,PROTOCOL,INTERNET MAIL ACCESS PROTOCOL,300,strong,3,There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.,"These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced "" pop-THREE "") is the simpler of the two.","Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.",,,,,,,,,,
TRUE,PROTOCOL,POST OFFICE PROTOCOL VERSION 3,300,strong,3,There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.,"These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced "" pop-THREE "") is the simpler of the two.","Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.",,,,,,,,,,
TRUE,INTERNET,VOICE OVER INTERNET PROTOCOL,306,strong,3,VoIP,"As an example of a more recent Internet application, consider voice over internet protocol (VoIP) in which the internet infrastructure is used to provide voice communication similar to that of traditional telephone systems.","In its simplest form, voice over internet protocol consists of two processes on different machines transferring audio data via the peer-to-peer model-a process that in itself presents no significant problems.",,,,,,,,,,
TRUE,NETWORK,CONTENT DELIVERY NETWORK,344,strong,3,"In order for this type of streaming to scale to thousands or even millions of simultaneous users, each with his or her own personal stream, replication of the content to many distinct servers is essential.","Large-scale streaming services make use of content delivery networks (CDNs), groups of servers distributed strategically around the Internet that specialize in streaming copies of content to nearby end users in their network "" neighborhood "".","In many cases, content delivery networks machines may reside in an access internet service provider network, allowing customers of that access internet service provider to stream copies of multimedia content at high speed from a nearby server that is much closer in the network than the streaming service's central server machines.",,,,,,,,,,
TRUE,ACCESS INTERNET SERVICE PROVIDER,CONTENT DELIVERY NETWORK,344,strong,3,"In order for this type of streaming to scale to thousands or even millions of simultaneous users, each with his or her own personal stream, replication of the content to many distinct servers is essential.","Large-scale streaming services make use of content delivery networks (CDNs), groups of servers distributed strategically around the Internet that specialize in streaming copies of content to nearby end users in their network "" neighborhood "".","In many cases, content delivery networks machines may reside in an access internet service provider network, allowing customers of that access internet service provider to stream copies of multimedia content at high speed from a nearby server that is much closer in the network than the streaming service's central server machines.",,,,,,,,,,
TRUE,COMPUTER,BROWSER,356,strong,3,Software packages that allow users to access hypertext on the Internet fall into one of two categories: browsers and webservers.,A browser resides on the user's computer and is charged with the tasks of obtaining materials requested by the user and presenting these materials to the user in an organized manner.,"Common Internet browsers include Firefox, Safari, and Internet Explorer.",,,,,,,,,,
TRUE,SERVER,UNIFORM RESOURCE LOCATOR,362,strong,3,"In order to locate and retrieve documents on the Web, each document is given a unique address called a uniform resource locator (URL).",Each uniform resource locator contains the information needed by a browser to contact the proper server and request the desired document.,"Thus to view a webpage, a person first provides his or her browser with the uniform resource locator of the desired document and then instructs the browser to retrieve and display the document.",,,,,,,,,,
TRUE,SERVER,UNIFORM RESOURCE LOCATOR,364,strong,3,"Thus to view a webpage, a person first provides his or her browser with the uniform resource locator of the desired document and then instructs the browser to retrieve and display the document.",A typical uniform resource locator is presented in Figure 4.8.,"It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.",,,,,,,,,,
TRUE,PROTOCOL,UNIFORM RESOURCE LOCATOR,364,strong,3,"Thus to view a webpage, a person first provides his or her browser with the uniform resource locator of the desired document and then instructs the browser to retrieve and display the document.",A typical uniform resource locator is presented in Figure 4.8.,"It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.",,,,,,,,,,
TRUE,BROWSER,HYPERTEXT TRANSFER PROTOCOL,373,strong,3,"For example, the uniform resource locator http://www.google.com will lead to the home page of Google, which contains hyperlinks to the services, products, and documents relating to the company.","To further simplify locating websites, many browsers assume that the hypertext transfer protocol protocol should be used if no protocol is identified.","These browsers correctly retrieve the Google home page when given the "" uniform resource locator "" consisting merely of www .google. com.",,,,,,,,,,
TRUE,HYPERTEXT DOCUMENT,HYPERTEXT MARKUP LANGUAGE,378,strong,3,"The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.",This system of tags is known as hypertext markup language (HTML).,"Thus, it is in terms of hypertext markup language that an author of a webpage describes the information that a browser needs in order to present the page on the user's screen and to find any related documents referenced by the current page.",,,,,,,,,,
TRUE,BROWSER,CLIENT-SIDE ACTIVITY,457,weak,3,These needs would require additional activity by either the browser or the webserver.,Such activities are called client-side activities if they are performed by a client (such as a browser) or server-side activities if they are performed by a server (such as a webserver).,"As an example, suppose a travel agent wanted customers to be able to identify desired destinations and dates of travel, at which time the agent would present the customer with a customized webpage containing only the information pertinent to that customer's needs.",,,,,,,,,,
TRUE,SERVER-SIDE ACTIVITY,JAVASERVER PAGE,476,strong,3,"A simplified version of the servlet approach is applicable when the requested server-side activity is the construction of a customized webpage, as in our travel agent example.",In this case webpage templates called javaserver pages (JSP) are stored at the webserver and completed using information received from a client.,"A similar approach is used by Microsoft, where the templates from which customized webpages are constructed are called active server pages (ASP).",,,,,,,,,,
TRUE,APPLICATION LAYER,TRANSPORT LAYER,514,strong,3,"To fulfill this need, the application layer may use the services of the name servers within the Internet to translate mnemonic addresses used by humans into Internet-compatible internet protocol addresses.",An important task of the transport layer is to accept messages from the application layer and to ensure that the messages are properly formatted for transmission over the Internet.,"Toward this latter goal, the transport layer divides long messages into small segments, which are transmitted over the Internet as individual units.",,,,,,,,,,
