;prerequisite;advanced;Direct Edge;Path;Not in Gold;TP;TN;FP;FN;Path chain;FN Path
8337;FILE SERVER;SERVLET;0;0;0;0;1;0;0;;0
8338;FILE SERVER;WEBSERVERS;0;0;0;0;1;0;0;;0
8339;FILE TRANSFER PROTOCOL;1G;0;0;0;0;1;0;0;;0
8340;FILE TRANSFER PROTOCOL;3G;0;0;0;0;1;0;0;;0
8341;FILE TRANSFER PROTOCOL;4G;0;0;0;0;1;0;0;;0
8342;FILE TRANSFER PROTOCOL;ACCESS INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8343;FILE TRANSFER PROTOCOL;ACCESS POINT;0;0;0;0;1;0;0;;0
8344;FILE TRANSFER PROTOCOL;ACTIVE SERVER PAGE;0;0;0;0;1;0;0;;0
8345;FILE TRANSFER PROTOCOL;ADDRESSING SYSTEM;0;0;0;0;1;0;0;;0
8346;FILE TRANSFER PROTOCOL;BIT PATTERN;0;0;0;0;1;0;0;;0
8347;FILE TRANSFER PROTOCOL;BODY;0;0;0;0;1;0;0;;0
8348;FILE TRANSFER PROTOCOL;BRIDGE;0;0;0;0;1;0;0;;0
8349;FILE TRANSFER PROTOCOL;BROWSER;0;0;0;0;1;0;0;;0
8350;FILE TRANSFER PROTOCOL;BUS;0;0;0;0;1;0;0;;0
8351;FILE TRANSFER PROTOCOL;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
8352;FILE TRANSFER PROTOCOL;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;0;0;0;0;1;0;0;;0
8353;FILE TRANSFER PROTOCOL;CERTIFICATE;0;0;0;0;1;0;0;;0
8354;FILE TRANSFER PROTOCOL;CERTIFICATE AUTHORITY;0;0;0;0;1;0;0;;0
8355;FILE TRANSFER PROTOCOL;CLIENT;0;0;0;0;1;0;0;;0
8356;FILE TRANSFER PROTOCOL;CLIENT SIDE;0;0;0;0;1;0;0;;0
8357;FILE TRANSFER PROTOCOL;CLIENT/SERVER MODEL;0;0;0;0;1;0;0;;0
8358;FILE TRANSFER PROTOCOL;CLOUD COMPUTING;0;0;0;0;1;0;0;;0
8359;FILE TRANSFER PROTOCOL;CLUSTER COMPUTE;0;0;0;0;1;0;0;;0
8360;FILE TRANSFER PROTOCOL;COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
8361;FILE TRANSFER PROTOCOL;COLLISION DETECTION;0;0;0;0;1;0;0;;0
8362;FILE TRANSFER PROTOCOL;COMPUTER;0;0;0;0;1;0;0;;0
8363;FILE TRANSFER PROTOCOL;COMPUTER SYSTEM;0;0;0;0;1;0;0;;0
8364;FILE TRANSFER PROTOCOL;CONTENT DELIVERY NETWORK;0;0;0;0;1;0;0;;0
8365;FILE TRANSFER PROTOCOL;DENIAL OF SERVICE;0;0;0;0;1;0;0;;0
8366;FILE TRANSFER PROTOCOL;DIGITAL SIGNATURE;0;0;0;0;1;0;0;;0
8367;FILE TRANSFER PROTOCOL;DISTRIBUTED SYSTEM;0;0;0;0;1;0;0;;0
8368;FILE TRANSFER PROTOCOL;DOMAIN;0;0;0;0;1;0;0;;0
8369;FILE TRANSFER PROTOCOL;DOMAIN NAME;0;0;0;0;1;0;0;;0
8370;FILE TRANSFER PROTOCOL;DOMAIN NAME SYSTEM;0;0;0;0;1;0;0;;0
8371;FILE TRANSFER PROTOCOL;ENCRYPTION;0;0;0;0;1;0;0;;0
8372;FILE TRANSFER PROTOCOL;END SYSTEM;0;0;0;0;1;0;0;;0
8373;FILE TRANSFER PROTOCOL;END USER;0;0;0;0;1;0;0;;0
8374;FILE TRANSFER PROTOCOL;ETHERNET NETWORK;0;0;0;0;1;0;0;;0
8375;FILE TRANSFER PROTOCOL;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
8376;FILE TRANSFER PROTOCOL;FILE SERVER;0;0;0;0;1;0;0;;0
8377;FILE TRANSFER PROTOCOL;FILE TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8378;FILE TRANSFER PROTOCOL;FIREWALL;0;0;0;0;1;0;0;;0
8379;FILE TRANSFER PROTOCOL;FORWARDING TABLE;0;0;0;0;1;0;0;;0
8380;FILE TRANSFER PROTOCOL;GATEWAY;0;0;0;0;1;0;0;;0
8381;FILE TRANSFER PROTOCOL;GRID COMPUTE;0;0;0;0;1;0;0;;0
8382;FILE TRANSFER PROTOCOL;HEAD;0;0;0;0;1;0;0;;0
8383;FILE TRANSFER PROTOCOL;HIDDEN TERMINAL PROBLEM;0;0;0;0;1;0;0;;0
8384;FILE TRANSFER PROTOCOL;HOP COUNT;0;0;0;0;1;0;0;;0
8385;FILE TRANSFER PROTOCOL;HOT SPOT;0;0;0;0;1;0;0;;0
8386;FILE TRANSFER PROTOCOL;HUB;0;0;0;0;1;0;0;;0
8387;FILE TRANSFER PROTOCOL;HYPERTEXT;0;0;0;0;1;0;0;;0
8388;FILE TRANSFER PROTOCOL;HYPERTEXT DOCUMENT;0;0;0;0;1;0;0;;0
8389;FILE TRANSFER PROTOCOL;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
8390;FILE TRANSFER PROTOCOL;HYPERTEXT TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8391;FILE TRANSFER PROTOCOL;HYPERTEXT TRANSFER PROTOCOL SERVER;0;0;0;0;1;0;0;;0
8392;FILE TRANSFER PROTOCOL;INSTANT MESSAGING;0;0;0;0;1;0;0;;0
8393;FILE TRANSFER PROTOCOL;INTERNET;0;0;0;0;1;0;0;;0
8394;FILE TRANSFER PROTOCOL;INTERNET INFRASTRUCTURE;0;0;0;0;1;0;0;;0
8395;FILE TRANSFER PROTOCOL;INTERNET MAIL ACCESS PROTOCOL;0;0;0;0;1;0;0;;0
8396;FILE TRANSFER PROTOCOL;INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
8397;FILE TRANSFER PROTOCOL;INTERNET PROTOCOL ADDRESS;0;0;0;0;1;0;0;;0
8398;FILE TRANSFER PROTOCOL;INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
8399;FILE TRANSFER PROTOCOL;INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8400;FILE TRANSFER PROTOCOL;INTERNET SOFTWARE;0;0;0;0;1;0;0;;0
8401;FILE TRANSFER PROTOCOL;INTERNET2;0;0;0;0;1;0;0;;0
8402;FILE TRANSFER PROTOCOL;INTERPROCESS COMMUNICATION;0;0;0;0;1;0;0;;0
8403;FILE TRANSFER PROTOCOL;INTRANET;0;0;0;0;1;0;0;;0
8404;FILE TRANSFER PROTOCOL;JAVASERVER PAGE;0;0;0;0;1;0;0;;0
8405;FILE TRANSFER PROTOCOL;LINK LAYER;0;0;0;0;1;0;0;;0
8406;FILE TRANSFER PROTOCOL;LOCAL AREA NETWORK;0;0;0;0;1;0;0;;0
8407;FILE TRANSFER PROTOCOL;MAGNETIC DISK;0;0;0;0;1;0;0;;0
8408;FILE TRANSFER PROTOCOL;MAIL SERVER;0;0;0;0;1;0;0;;0
8409;FILE TRANSFER PROTOCOL;MALICIOUS SOFTWARE;0;0;0;0;1;0;0;;0
8410;FILE TRANSFER PROTOCOL;MASS STORAGE;0;0;0;0;1;0;0;;0
8411;FILE TRANSFER PROTOCOL;METROPOLITAN AREA NETWORK;0;0;0;0;1;0;0;;0
8412;FILE TRANSFER PROTOCOL;MNEMONIC ADDRESS;0;0;0;0;1;0;0;;0
8413;FILE TRANSFER PROTOCOL;MNEMONIC DOMAIN NAME;0;0;0;0;1;0;0;;0
8414;FILE TRANSFER PROTOCOL;NAME SERVER;0;0;0;0;1;0;0;;0
8415;FILE TRANSFER PROTOCOL;NETWORK;0;0;0;0;1;0;0;;0
8416;FILE TRANSFER PROTOCOL;NETWORK LAYER;0;0;0;0;1;0;0;;0
8417;FILE TRANSFER PROTOCOL;NETWORK NEWS TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8418;FILE TRANSFER PROTOCOL;NETWORK SOFTWARE;0;0;0;0;1;0;0;;0
8419;FILE TRANSFER PROTOCOL;OPEN NETWORK;0;0;0;0;1;0;0;;0
8420;FILE TRANSFER PROTOCOL;PEER-TO-PEER MODEL;0;0;0;0;1;0;0;;0
8421;FILE TRANSFER PROTOCOL;PERSONAL AREA NETWORK;0;0;0;0;1;0;0;;0
8422;FILE TRANSFER PROTOCOL;PHISHING;0;0;0;0;1;0;0;;0
8423;FILE TRANSFER PROTOCOL;PHONE NETWORK;0;0;0;0;1;0;0;;0
8424;FILE TRANSFER PROTOCOL;PHP;0;0;0;0;1;0;0;;0
8425;FILE TRANSFER PROTOCOL;PORT NUMBER;0;0;0;0;1;0;0;;0
8426;FILE TRANSFER PROTOCOL;POST OFFICE PROTOCOL VERSION 3;0;0;0;0;1;0;0;;0
8427;FILE TRANSFER PROTOCOL;PRINT SERVER;0;0;0;0;1;0;0;;0
8428;FILE TRANSFER PROTOCOL;PRIVATE-KEY;0;0;0;0;1;0;0;;0
8429;FILE TRANSFER PROTOCOL;PROTOCOL;0;0;0;0;1;0;0;;0
8430;FILE TRANSFER PROTOCOL;PROXY SERVER;0;0;0;0;1;0;0;;0
8431;FILE TRANSFER PROTOCOL;PUBLIC-KEY;0;0;0;0;1;0;0;;0
8432;FILE TRANSFER PROTOCOL;PUBLIC-KEY ENCRYPTION;0;0;0;0;1;0;0;;0
8433;FILE TRANSFER PROTOCOL;REGISTERED DOMAIN;0;0;0;0;1;0;0;;0
8434;FILE TRANSFER PROTOCOL;REMOTE MAIL SERVER;0;0;0;0;1;0;0;;0
8435;FILE TRANSFER PROTOCOL;REMOTE SERVER;0;0;0;0;1;0;0;;0
8436;FILE TRANSFER PROTOCOL;REPEATER;0;0;0;0;1;0;0;;0
8437;FILE TRANSFER PROTOCOL;ROUTER;0;0;0;0;1;0;0;;0
8438;FILE TRANSFER PROTOCOL;SEARCH ENGINE;0;0;0;0;1;0;0;;0
8439;FILE TRANSFER PROTOCOL;SECURE SHELL;0;0;0;0;1;0;0;;0
8440;FILE TRANSFER PROTOCOL;SECURE SOCKET LAYER;0;0;0;0;1;0;0;;0
8441;FILE TRANSFER PROTOCOL;SERVER;0;0;0;0;1;0;0;;0
8442;FILE TRANSFER PROTOCOL;SERVER SIDE;0;0;0;0;1;0;0;;0
8443;FILE TRANSFER PROTOCOL;SERVLETS;0;0;0;0;1;0;0;;0
8444;FILE TRANSFER PROTOCOL;SIMPLE MAIL TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8445;FILE TRANSFER PROTOCOL;SOFTWARE;0;0;0;0;1;0;0;;0
8446;FILE TRANSFER PROTOCOL;SPYWARE;0;0;0;0;1;0;0;;0
8447;FILE TRANSFER PROTOCOL;STAR;0;0;0;0;1;0;0;;0
8448;FILE TRANSFER PROTOCOL;SUBDOMAINS;0;0;0;0;1;0;0;;0
8449;FILE TRANSFER PROTOCOL;SWITCH;0;0;0;0;1;0;0;;0
8450;FILE TRANSFER PROTOCOL;TAG;0;0;0;0;1;0;0;;0
8451;FILE TRANSFER PROTOCOL;TIER-1 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8452;FILE TRANSFER PROTOCOL;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8453;FILE TRANSFER PROTOCOL;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8454;FILE TRANSFER PROTOCOL;TOP-LEVEL DOMAINS;0;0;0;0;1;0;0;;0
8455;FILE TRANSFER PROTOCOL;TRADITIONAL TELEPHONE;0;0;0;0;1;0;0;;0
8456;FILE TRANSFER PROTOCOL;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;1;0;0;;0
8457;FILE TRANSFER PROTOCOL;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
8458;FILE TRANSFER PROTOCOL;TRANSPORT LAYER;0;0;0;0;1;0;0;;0
8459;FILE TRANSFER PROTOCOL;TROJAN HORSE;0;0;0;0;1;0;0;;0
8460;FILE TRANSFER PROTOCOL;UNIFORM RESOURCE LOCATOR;0;0;0;0;1;0;0;;0
8461;FILE TRANSFER PROTOCOL;USER DATAGRAM PROTOCOL;0;0;0;0;1;0;0;;0
8462;FILE TRANSFER PROTOCOL;VIRUS;0;0;0;0;1;0;0;;0
8463;FILE TRANSFER PROTOCOL;VOICE OVER INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
8464;FILE TRANSFER PROTOCOL;WEBSERVER;0;0;0;0;1;0;0;;0
8465;FILE TRANSFER PROTOCOL;WIDE AREA NETWORK;0;0;0;0;1;0;0;;0
8466;FILE TRANSFER PROTOCOL;WIFI NETWORK;0;0;0;0;1;0;0;;0
8467;FILE TRANSFER PROTOCOL;WIRELESS NETWORK;0;0;0;0;1;0;0;;0
8468;FILE TRANSFER PROTOCOL;WORLD WIDE WEB;0;0;0;0;1;0;0;;0
8469;FILE TRANSFER PROTOCOL;WORM;0;0;0;0;1;0;0;;0
8470;FILE TRANSFER PROTOCOL;SECOND GENERATION;0;0;0;0;1;0;0;;0
8471;FILE TRANSFER PROTOCOL;EMAIL;0;0;0;0;1;0;0;;0
8472;FILE TRANSFER PROTOCOL;CLIENT-SIDE;0;0;0;0;1;0;0;;0
8473;FILE TRANSFER PROTOCOL;SERVER-SIDE;0;0;0;0;1;0;0;;0
8474;FILE TRANSFER PROTOCOL;SERVLET;0;0;0;0;1;0;0;;0
8475;FILE TRANSFER PROTOCOL;WEBSERVERS;0;0;0;0;1;0;0;;0
8476;FIREWALL;1G;0;0;0;0;1;0;0;;0
8477;FIREWALL;3G;0;0;0;0;1;0;0;;0
8478;FIREWALL;4G;0;0;0;0;1;0;0;;0
8479;FIREWALL;ACCESS INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8480;FIREWALL;ACCESS POINT;0;0;0;0;1;0;0;;0
8481;FIREWALL;ACTIVE SERVER PAGE;0;0;0;0;1;0;0;;0
8482;FIREWALL;ADDRESSING SYSTEM;0;0;0;0;1;0;0;;0
8483;FIREWALL;ANTIVIRUS SOFTWARE;0;0;0;0;1;0;0;;0
8484;FIREWALL;APPLICATION LAYER;0;0;0;0;1;0;0;;0
8485;FIREWALL;BIT PATTERN;0;0;0;0;1;0;0;;0
8486;FIREWALL;BODY;0;0;0;0;1;0;0;;0
8487;FIREWALL;BRIDGE;0;0;0;0;1;0;0;;0
8488;FIREWALL;BROWSER;0;0;0;0;1;0;0;;0
8489;FIREWALL;BUS;0;0;0;0;1;0;0;;0
8490;FIREWALL;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
8491;FIREWALL;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;0;0;0;0;1;0;0;;0
8492;FIREWALL;CERTIFICATE;0;0;0;0;1;0;0;;0
8493;FIREWALL;CERTIFICATE AUTHORITY;0;0;0;0;1;0;0;;0
8494;FIREWALL;CLIENT;0;0;0;0;1;0;0;;0
8495;FIREWALL;CLIENT SIDE;0;0;0;0;1;0;0;;0
8496;FIREWALL;CLIENT/SERVER MODEL;0;0;0;0;1;0;0;;0
8497;FIREWALL;CLOUD COMPUTING;0;0;0;0;1;0;0;;0
8498;FIREWALL;CLUSTER COMPUTE;0;0;0;0;1;0;0;;0
8499;FIREWALL;COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
8500;FIREWALL;COLLISION DETECTION;0;0;0;0;1;0;0;;0
8501;FIREWALL;COMPUTER;0;0;0;0;1;0;0;;0
8502;FIREWALL;COMPUTER SYSTEM;0;0;0;0;1;0;0;;0
8503;FIREWALL;CONTENT DELIVERY NETWORK;0;0;0;0;1;0;0;;0
8504;FIREWALL;DENIAL OF SERVICE;0;0;0;0;1;0;0;;0
8505;FIREWALL;DIGITAL SIGNATURE;0;0;0;0;1;0;0;;0
8506;FIREWALL;DISTRIBUTED SYSTEM;0;0;0;0;1;0;0;;0
8507;FIREWALL;DOMAIN;0;0;0;0;1;0;0;;0
8508;FIREWALL;DOMAIN NAME;0;0;0;0;1;0;0;;0
8509;FIREWALL;DOMAIN NAME SYSTEM;0;0;0;0;1;0;0;;0
8510;FIREWALL;ENCRYPTION;0;0;0;0;1;0;0;;0
8511;FIREWALL;END SYSTEM;0;0;0;0;1;0;0;;0
8512;FIREWALL;END USER;0;0;0;0;1;0;0;;0
8513;FIREWALL;ETHERNET NETWORK;0;0;0;0;1;0;0;;0
8514;FIREWALL;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
8515;FIREWALL;FILE SERVER;0;0;0;0;1;0;0;;0
8516;FIREWALL;FILE TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8517;FIREWALL;FIREWALL;0;0;0;0;1;0;0;;0
8518;FIREWALL;FORWARDING TABLE;0;0;0;0;1;0;0;;0
8519;FIREWALL;GATEWAY;0;0;0;0;1;0;0;;0
8520;FIREWALL;GRID COMPUTE;0;0;0;0;1;0;0;;0
8521;FIREWALL;HEAD;0;0;0;0;1;0;0;;0
8522;FIREWALL;HIDDEN TERMINAL PROBLEM;0;0;0;0;1;0;0;;0
8523;FIREWALL;HOP COUNT;0;0;0;0;1;0;0;;0
8524;FIREWALL;HOT SPOT;0;0;0;0;1;0;0;;0
8525;FIREWALL;HUB;0;0;0;0;1;0;0;;0
8526;FIREWALL;HYPERTEXT;0;0;0;0;1;0;0;;0
8527;FIREWALL;HYPERTEXT DOCUMENT;0;0;0;0;1;0;0;;0
8528;FIREWALL;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
8529;FIREWALL;HYPERTEXT TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8530;FIREWALL;HYPERTEXT TRANSFER PROTOCOL SERVER;0;0;0;0;1;0;0;;0
8531;FIREWALL;INSTANT MESSAGING;0;0;0;0;1;0;0;;0
8532;FIREWALL;INTERNET;0;0;0;0;1;0;0;;0
8533;FIREWALL;INTERNET INFRASTRUCTURE;0;0;0;0;1;0;0;;0
8534;FIREWALL;INTERNET MAIL ACCESS PROTOCOL;0;0;0;0;1;0;0;;0
8535;FIREWALL;INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
8536;FIREWALL;INTERNET PROTOCOL ADDRESS;0;0;0;0;1;0;0;;0
8537;FIREWALL;INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
8538;FIREWALL;INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8539;FIREWALL;INTERNET SOFTWARE;0;0;0;0;1;0;0;;0
8540;FIREWALL;INTERNET2;0;0;0;0;1;0;0;;0
8541;FIREWALL;INTERPROCESS COMMUNICATION;0;0;0;0;1;0;0;;0
8542;FIREWALL;INTRANET;0;0;0;0;1;0;0;;0
8543;FIREWALL;JAVASERVER PAGE;0;0;0;0;1;0;0;;0
8544;FIREWALL;LINK LAYER;0;0;0;0;1;0;0;;0
8545;FIREWALL;LOCAL AREA NETWORK;0;0;0;0;1;0;0;;0
8546;FIREWALL;MAGNETIC DISK;0;0;0;0;1;0;0;;0
8547;FIREWALL;MAIL SERVER;0;0;0;0;1;0;0;;0
8548;FIREWALL;MALICIOUS SOFTWARE;0;0;0;0;1;0;0;;0
8549;FIREWALL;MASS STORAGE;0;0;0;0;1;0;0;;0
8550;FIREWALL;METROPOLITAN AREA NETWORK;0;0;0;0;1;0;0;;0
8551;FIREWALL;MNEMONIC ADDRESS;0;0;0;0;1;0;0;;0
8552;FIREWALL;MNEMONIC DOMAIN NAME;0;0;0;0;1;0;0;;0
8553;FIREWALL;NAME SERVER;0;0;0;0;1;0;0;;0
8554;FIREWALL;NETWORK;0;0;0;0;1;0;0;;0
8555;FIREWALL;NETWORK LAYER;0;0;0;0;1;0;0;;0
8556;FIREWALL;NETWORK NEWS TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8557;FIREWALL;NETWORK SOFTWARE;0;0;0;0;1;0;0;;0
8558;FIREWALL;OPEN NETWORK;0;0;0;0;1;0;0;;0
8559;FIREWALL;PEER-TO-PEER MODEL;0;0;0;0;1;0;0;;0
8560;FIREWALL;PERSONAL AREA NETWORK;0;0;0;0;1;0;0;;0
8561;FIREWALL;PHISHING;0;0;0;0;1;0;0;;0
8562;FIREWALL;PHONE NETWORK;0;0;0;0;1;0;0;;0
8563;FIREWALL;PHP;0;0;0;0;1;0;0;;0
8564;FIREWALL;PORT NUMBER;0;0;0;0;1;0;0;;0
8565;FIREWALL;POST OFFICE PROTOCOL VERSION 3;0;0;0;0;1;0;0;;0
8566;FIREWALL;PRINT SERVER;0;0;0;0;1;0;0;;0
8567;FIREWALL;PRIVATE-KEY;0;0;0;0;1;0;0;;0
8568;FIREWALL;PROTOCOL;0;0;0;0;1;0;0;;0
8569;FIREWALL;PUBLIC-KEY;0;0;0;0;1;0;0;;0
8570;FIREWALL;PUBLIC-KEY ENCRYPTION;0;0;0;0;1;0;0;;0
8571;FIREWALL;REGISTERED DOMAIN;0;0;0;0;1;0;0;;0
8572;FIREWALL;REMOTE MAIL SERVER;0;0;0;0;1;0;0;;0
8573;FIREWALL;REMOTE SERVER;0;0;0;0;1;0;0;;0
8574;FIREWALL;REPEATER;0;0;0;0;1;0;0;;0
8575;FIREWALL;ROUTER;0;0;0;0;1;0;0;;0
8576;FIREWALL;SEARCH ENGINE;0;0;0;0;1;0;0;;0
8577;FIREWALL;SECURE SHELL;0;0;0;0;1;0;0;;0
8578;FIREWALL;SECURE SOCKET LAYER;0;0;0;0;1;0;0;;0
8579;FIREWALL;SERVER;0;0;0;0;1;0;0;;0
8580;FIREWALL;SERVER SIDE;0;0;0;0;1;0;0;;0
8581;FIREWALL;SERVLETS;0;0;0;0;1;0;0;;0
8582;FIREWALL;SIMPLE MAIL TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
8583;FIREWALL;SOFTWARE;0;0;0;0;1;0;0;;0
8584;FIREWALL;SPYWARE;0;0;0;0;1;0;0;;0
8585;FIREWALL;STAR;0;0;0;0;1;0;0;;0
8586;FIREWALL;SUBDOMAINS;0;0;0;0;1;0;0;;0
8587;FIREWALL;SWITCH;0;0;0;0;1;0;0;;0
8588;FIREWALL;TAG;0;0;0;0;1;0;0;;0
8589;FIREWALL;TIER-1 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8590;FIREWALL;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8591;FIREWALL;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8592;FIREWALL;TOP-LEVEL DOMAINS;0;0;0;0;1;0;0;;0
8593;FIREWALL;TRADITIONAL TELEPHONE;0;0;0;0;1;0;0;;0
8594;FIREWALL;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;1;0;0;;0
8595;FIREWALL;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
8596;FIREWALL;TRANSPORT LAYER;0;0;0;0;1;0;0;;0
8597;FIREWALL;TROJAN HORSE;0;0;0;0;1;0;0;;0
8598;FIREWALL;UNIFORM RESOURCE LOCATOR;0;0;0;0;1;0;0;;0
8599;FIREWALL;USER DATAGRAM PROTOCOL;0;0;0;0;1;0;0;;0
8600;FIREWALL;VIRUS;0;0;0;0;1;0;0;;0
8601;FIREWALL;VOICE OVER INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
8602;FIREWALL;WEBSERVER;0;0;0;0;1;0;0;;0
8603;FIREWALL;WIDE AREA NETWORK;0;0;0;0;1;0;0;;0
8604;FIREWALL;WIFI NETWORK;0;0;0;0;1;0;0;;0
8605;FIREWALL;WIRELESS NETWORK;0;0;0;0;1;0;0;;0
8606;FIREWALL;WORLD WIDE WEB;0;0;0;0;1;0;0;;0
8607;FIREWALL;WORM;0;0;0;0;1;0;0;;0
8608;FIREWALL;SECOND GENERATION;0;0;0;0;1;0;0;;0
8609;FIREWALL;EMAIL;0;0;0;0;1;0;0;;0
8610;FIREWALL;CLIENT-SIDE;0;0;0;0;1;0;0;;0
8611;FIREWALL;SERVER-SIDE;0;0;0;0;1;0;0;;0
8612;FIREWALL;SERVLET;0;0;0;0;1;0;0;;0
8613;FIREWALL;WEBSERVERS;0;0;0;0;1;0;0;;0
8614;FORWARDING TABLE;1G;0;0;0;0;1;0;0;;0
8615;FORWARDING TABLE;3G;0;0;0;0;1;0;0;;0
8616;FORWARDING TABLE;4G;0;0;0;0;1;0;0;;0
8617;FORWARDING TABLE;ACCESS INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
8618;FORWARDING TABLE;ACCESS POINT;0;0;0;0;1;0;0;;0
8619;FORWARDING TABLE;ACTIVE SERVER PAGE;0;0;0;0;1;0;0;;0
8620;FORWARDING TABLE;ADDRESSING SYSTEM;0;0;0;0;1;0;0;;0
8621;FORWARDING TABLE;ANTIVIRUS SOFTWARE;0;0;0;0;1;0;0;;0
8622;FORWARDING TABLE;APPLICATION LAYER;0;0;0;0;1;0;0;;0
8623;FORWARDING TABLE;AUDITING SOFTWARE;0;0;0;0;1;0;0;;0
8624;FORWARDING TABLE;BIT PATTERN;0;0;0;0;1;0;0;;0
8625;FORWARDING TABLE;BODY;0;0;0;0;1;0;0;;0
8626;FORWARDING TABLE;BRIDGE;0;0;0;0;1;0;0;;0
8627;FORWARDING TABLE;BROWSER;0;0;0;0;1;0;0;;0
8628;FORWARDING TABLE;BUS;0;0;0;0;1;0;0;;0
8629;FORWARDING TABLE;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;0;0;0;0;1;0;0;;0
8630;FORWARDING TABLE;CERTIFICATE;0;0;0;0;1;0;0;;0
8631;FORWARDING TABLE;CERTIFICATE AUTHORITY;0;0;0;0;1;0;0;;0
8632;FORWARDING TABLE;CLIENT;0;0;0;0;1;0;0;;0
8633;FORWARDING TABLE;CLIENT SIDE;0;0;0;0;1;0;0;;0
8634;FORWARDING TABLE;CLIENT/SERVER MODEL;0;0;0;0;1;0;0;;0
8635;FORWARDING TABLE;CLOUD COMPUTING;0;0;0;0;1;0;0;;0
8636;FORWARDING TABLE;CLUSTER COMPUTE;0;0;0;0;1;0;0;;0
8637;FORWARDING TABLE;COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
8638;FORWARDING TABLE;COLLISION DETECTION;0;0;0;0;1;0;0;;0
8639;FORWARDING TABLE;COMPUTER;0;0;0;0;1;0;0;;0
8640;FORWARDING TABLE;COMPUTER SYSTEM;0;0;0;0;1;0;0;;0
8641;FORWARDING TABLE;CONTENT DELIVERY NETWORK;0;0;0;0;1;0;0;;0
8642;FORWARDING TABLE;DENIAL OF SERVICE;0;0;0;0;1;0;0;;0
8643;FORWARDING TABLE;DIGITAL SIGNATURE;0;0;0;0;1;0;0;;0
8644;FORWARDING TABLE;DISTRIBUTED SYSTEM;0;0;0;0;1;0;0;;0
8645;FORWARDING TABLE;DOMAIN;0;0;0;0;1;0;0;;0
8646;FORWARDING TABLE;DOMAIN NAME;0;0;0;0;1;0;0;;0
8647;FORWARDING TABLE;DOMAIN NAME SYSTEM;0;0;0;0;1;0;0;;0
8648;FORWARDING TABLE;ENCRYPTION;0;0;0;0;1;0;0;;0
8649;FORWARDING TABLE;END SYSTEM;0;0;0;0;1;0;0;;0
8650;FORWARDING TABLE;END USER;0;0;0;0;1;0;0;;0
8651;FORWARDING TABLE;ETHERNET NETWORK;0;0;0;0;1;0;0;;0
8652;FORWARDING TABLE;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
8653;FORWARDING TABLE;FILE SERVER;0;0;0;0;1;0;0;;0
